session_id,start_time,end_time,duration_seconds,lead_score,summary,conversation
CA4966ea2a062f021f33d2530f598ac6d4,2026-03-03T13:03:05.624797,2026-03-03T13:04:13.309574,67,20,"The client is interested in green screen video services, but is deterred by the price of ₹6500, and the call is transferred.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके क्या प्राइस है उसके?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: लोगों स्क्रीन सर्विस के बारे में।
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: अरे मैं पूछ रहा हूं। ग्रीन स्क्रीन वीडियो की क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: आपके रेट बहुत ज्यादा है यार कुछ काम नहीं हो सकता।
Agent: __TRANSFER_CALL__"
CAb349e56a7a9b442e63c2d72535b68bd6,2026-03-03T13:06:42.940480,2026-03-03T13:07:27.972324,45,20,"Client requires green screen video services, showed interest in pricing, but was deterred by the cost of the package. Next action is to transfer the call.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके ओके ग्रीन स्क्रीन वीडियो का क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: नहीं नहीं यार, आपका पैकेज बहुत ज्यादा है, कुछ काम नहीं हो सकता।
Agent: __TRANSFER_CALL__"
CA54f080b5b1071f5b0349b13522dff087,2026-03-03T13:21:58.681924,2026-03-03T13:22:28.072133,29,42,Client is interested in B2B voice over and green screen video development services. They are engaged and willing to listen. Next action is a demo.,"Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. "
CAf08f6e55b917e2f862cc5678c7f11856,2026-03-03T13:22:39.543584,2026-03-03T13:23:38.110809,58,20,"Client requires green screen video development services, showed interest but was deterred by the price, no demo or next action scheduled.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके!
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: अरे मैं बोल रहा हूं। आपकी ग्रीन स्क्रीन वीडियो के क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: अरे नहीं यार आपके प्राइस इन बहुत ज्यादा है, कुछ काम नहीं हो सकता।
Agent: __TRANSFER_CALL__"
CA1af1d4b62f4d148459165dcb1fb91ab7,2026-03-03T14:47:43.595033,2026-03-03T14:48:41.596485,58,65,"Client requires voice over services, interested in pricing, and is open to negotiation. Next action is to discuss pricing further.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके क्या प्राइस है उसकी?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: वॉइस ओवर सर्विस की क्या प्राइस है?
Agent: ok Voice over pricing 1250 per minute se start hoti hai.
User: यारियां प्राइस तो बहुत ज्यादा है, मुझे मिल सकता है क्या?
Agent: __TRANSFER_CALL__"
CAfd9afe494ec8a96f970a10dea63d56be,2026-03-03T17:18:02.526637,2026-03-03T17:20:06.535147,124,85,"Here is a 2-3 line summary of the sales call:

The client is interested in Voice Over and Green Screen video development services. They inquired about pricing, with the Voice Over costing 1250 per minute and Green Screen starting at 6500. The agent was unable to close the deal, and the call was transferred.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलो!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: क्या करूं मैं?
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: आप सर्विस प्रोवाइड कर रहे हो पर क्या प्राइस में दे रहे हो यह सर्विसेज?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: तू बताओ कितना गम है ग्रीन स्क्रीन?
Agent: ok Green screen package 6500 se start hota hai.
User: ओके योर वॉइस ओवर का कितना प्राइस है?
Agent: ok Voice over pricing 1250 per minute se start hoti hai.
User: ओके प्राइस मुझे ना बहुत ज्यादा लग रही है। कुछ काम करो बेटा।
Agent: __TRANSFER_CALL__"
CAe9274aa93aaf2830ebaae8bd9f9c5385,2026-03-03T17:26:10.566466,2026-03-03T17:27:23.374000,72,20,"Client requires green screen video development services, shows interest but is hesitant due to high price (Rs 6500), no next action decided.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके क्या प्राइस है उसके?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: ग्रीन स्क्रीन सर्विस का क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: ओके पर यह प्राइस ना मुझे बहुत ज्यादा लग रही है। कुछ काम नहीं हो सकता।
Agent: __TRANSFER_CALL__"
CA209e9871d7a6557b3d90f3707ba63cd8,2026-03-03T17:29:57.892313,2026-03-03T17:31:10.392167,72,65,"Client requires green screen video development services, interested in pricing, asked for a lower price, and was quoted ₹6500, call was transferred.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके क्या प्राइस है उसकी?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: ग्रीन स्क्रीन सर्विस की क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: कुछ प्राइस कम नहीं हो सकता। यह 6500 तो बहुत ज्यादा लग रहा है।
Agent: __TRANSFER_CALL__"
CAdb04665cc69e119042babc6c1d6d48c2,2026-03-05T14:25:06.400249,2026-03-05T14:26:00.533371,54,30,"Client requires B2B voice over and green screen video services, interested in knowing languages offered, but audio keeps breaking. Next action is to follow up to resolve audio issues.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: बोलो!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ओके!
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: मैं पूछ रहा हूं। आप कौन सी लैंग्वेज में प्रोवाइड कर रहे हो यह सब चीज वॉइस ओवर ग्रीन स्क्रीन वीडियो।
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: डार्लिंग मैं यह पूछ रहा हूं कि आप किस लैंग्वेज में प्रोवाइड कर रहे हो?
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai."
CA1e28915d01bef0bd3c1c761fc89dc5ba,2026-03-05T15:11:20.327524,2026-03-05T15:12:44.152647,83,5,"Client is looking for professional voice over and green screen video development services in Hindi. They are interested, but the agent's audio is breaking up. Next action is to transfer the call.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: पप्पू!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: हां तो उसमें मैं क्या करूं, मुझे नहीं करवाना है टाटा बाय बाय।
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: अरे कौन सी लैंग्वेज में प्रोवाइड कर रहे हो, यह मुझे वह बताओ?
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: आपकी सास की दतिया फटाफट!
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: आप मुझे कौन सी लैंग्वेज में मतलब कौन सी भाषा में आप मुझे यह दे रहे हो? ग्रीन स्क्रीन वीडियो वॉइस ओवर?
Agent: __TRANSFER_CALL__"
CA41a109b59f45f4a61e7ef3d016f32419,2026-03-05T17:07:51.920145,2026-03-05T17:08:53.278890,61,5,"Here is a 2-3 line summary:

Client requires green screen video services, interested in pricing and language options. Interested level: Moderate. Next action: Transfer call.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलो!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: ग्रीन स्क्रीन वीडियो मुझे कितना मिल सकता है और कौन सी लैंग्वेज में?
Agent: __TRANSFER_CALL__"
CA0358b379a45ebd97d7e71eeb90927123,2026-03-05T18:01:33.378000,2026-03-05T18:02:29.982578,56,42,"Client is interested in green screen video services, priced at ₹6500 and above, but the call is transferred before language is confirmed.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: तो ग्रीन स्क्रीन वीडियो पिक्चर प्राइस क्या है? ग्रीन स्क्रीन वीडियो?
Agent: ok Green screen package 6500 se start hota hai.
User: किस लैंग्वेज में है यह ग्रीन स्क्रीन वीडियो?
Agent: __TRANSFER_CALL__"
CAb9bb3d0b3428a04dffd0958962af1da5,2026-03-06T10:41:25.749492,2026-03-06T10:42:32.959611,67,5,"Client requires B2B voice over and green screen video services, showed interest in King Video's language offerings. Next action is to transfer the call.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: किंग वीडियो कौन सी लैंग्वेज में प्रोवाइड करते हो?
Agent: __TRANSFER_CALL__"
CA385326f214ba222c09560899831b84dc,2026-03-06T10:42:49.068407,2026-03-06T10:44:04.431846,75,65,"Client requires a green screen video in a South Indian language, interested in pricing, and the agent mentioned a starting price of ₹6,500. Next action: follow-up.","Agent: ABC sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over aur green screen video development services provide karti hai. 
User: क्या प्राइस है उसकी?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: प्रिंस सिंह वीडियो की क्या प्राइस है?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: मैं कर पूछ रहा हूं कि ग्रीन स्क्रीन वीडियो की क्या प्राइस है?
Agent: ok Green screen package 6500 se start hota hai.
User: ओके और मतलब किस लैंग्वेज में मिल सकता है मुझे ग्रीन स्क्रीन वीडियो मुझे इतना साउथ में मतलब साउथ की कोई भी लैंग्वेज में चाहिए।
Agent: __TRANSFER_CALL__"
CA8ec52c456dce69c789ee60ec18f7d630,2026-03-06T10:56:28.069808,2026-03-06T10:57:07.283386,39,85,"Client requirement: B2B services for voice over, green screen video, UGC video, and social media content.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over, green screen video development, UGC video aur social media content services provide karti hai. "
CAaa1ab98df4e95b4bb971bc87b4fb39f5,2026-03-06T10:57:22.239107,2026-03-06T10:58:53.680923,91,65,"Client requires UGC video services, interested in pricing, and found it too expensive (Rs. 3500 per video). Next action: follow-up.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over, green screen video development services provide karti hai. 
User: यूजीसी वीडियो प्रोवाइड करते हो?
Agent: Haan sir, hum UGC video service bhi provide karte hain. Isme real-looking user style videos hote hain jo branding aur ads ke liye bahut effective hote hain.
User: ओके क्या प्राइस है उसकी वीडियो के?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: मैं पूछ रहा हूं कि यूजीसी वीडियो की क्या प्राइस है?
Agent: ok UGC video pricing 3500 per video se start hoti hai sir.
User: कुछ काम नहीं हो सकता प्राइस में।
Agent: __TRANSFER_CALL__"
CAb9511e05aa0cc235a471900cc07f46f7,2026-03-07T14:58:00.233003,2026-03-07T15:00:06.886638,126,67,Client requires green screen video development services and social media management. Interested in pricing for both services. Next action is to discuss pricing further.,"Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: हां बोलिए!
Agent: Sir humari company B to B segment mein professional voice over or green screen video development services provide karti hai. 
User: ओके क्या प्राइस है उसकी?
Agent: Aap kis service ke baare mein pooch rahe hain? Voice over ya green screen?
User: ग्रीन स्क्रीन सर्विस की क्या प्राइस है?
Agent: ok Green screen package 10000 se start hota hai sir.
User: और आप सोशल मीडिया मैनेज करते हो?
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: ओके और आप सोशल मीडिया के क्या चार्ज है? सोशल मीडिया सर्विस के?
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: नहीं नहीं, मैं पूछ रहा हूं कि सोशल मीडिया सर्विस की प्राइसिंग क्या है?
Agent: ok Social media content package 19,999 per month se start hota hai sir.
User: अरे यार यह प्राइस तो बहुत ज्यादा कुछ काम नहीं हो सकता इससे?
Agent: __TRANSFER_CALL__"
CA0d6fd93331e6f3d3ebeb4fd59fab4ca6,2026-03-09T12:10:17.919185,2026-03-09T12:13:00.417587,162,65,"Client requires social media services at a lower price. Interested in the service but not willing to pay the quoted price of ₹19,999. Next action: unclear as the call ends abruptly.","Agent: Harsh sir, main Aarav bol raha hoon voice tunes india se..
User: बोलिए!
Agent: Sir humari company B to B segment mein professional voice over or green screen video development services provide karti hai. 
User: सोशल मीडिया सर्विस प्रोवाइडर।
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: क्या चार्ज करते हो प्राइसिंग क्या सोशल मीडिया सर्विस की?
Agent: ok Social media content package 19,999 per month se start hota hai sir.
User: यार यह तो बहुत ही चार्ज कर दो इसमें कुछ।
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: मैं यह बोल रहा हूं कि आपकी यह सोशल मीडिया सर्विस की चार्ज बहुत आई है। प्राइस इन कुछ काम कर दो मुझे।
Agent: ok Social media content package 19,999 per month se start hota hai sir.
User: आप पर वही चार्ज में मुझे बहुत ज्यादा लग रहा है। सोशल मीडिया के तो आप कुछ काम नहीं कर सकते क्या?
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: अरे नहीं, मैं यह पूछ रहा हूं कि आपका चार्ज बहुत आई है तो आप कुछ चार्ज मुझे काम करके नहीं दे सकते। सोशल मीडिया के 19 मुझे बहुत ज्यादा लग रहा है।
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: अरे यार अब सुनो पहले क्या बोल रहा हूं। मैं बोल रहा हूं कि आपकी सोशल मीडिया सर्विस पर जो चार्ज है, वह बहुत ज्यादा है और कुछ कुछ काम नहीं हो सकता चार्ज में।
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: यह पर मैं यह बोल रहा हूं।
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai.
User: आप जो यह सोशल मीडिया सर्विस मुझे प्रोवाइड कर रहे हो?
Agent: Haan sir, hum social media content service bhi provide karte hain. Isme reels, posts aur shorts ka professional content banate hain jo aapke brand ko social media par grow karne mein help karta hai.
User: मुझे अभी करना है बाद में करना है, कैसे करना है?
Agent: Sorry sir sunai nahi diya, aapki aawaz break ho rahi hai."
